Original Name,Processed Name 
Vitamin C  (Ascorbic Acid)   ,vitamin c
Vitamin D-3   ,vitamin d-3
|Vitamin E   (as d-alpha tocopheryl, with Mixed Tocopherols)  |,vitamin e
Thiamine   (as Thiamine HCl)  ,thiamine
Riboflavin   ,riboflavin
Niacin/Niacinamide   ,niacin/niacinamide
|Vitamin B-6   (as Pyridoxine HCl, Pyridoxal-5-Phosphate Complex)  |,vitamin b-6
Vitamin B-12  (on Ion Exchange Resin)  ,vitamin b-12
Biotin   ,biotin
Pantothenic Acid   (as D-Calcium Pantothenate)  ,pantothenic acid
|Choline   (from Choline Citrate, {Choline} Bitartrate)  |,choline
Inositol   ,inositol
|Vitamin A   (as 44.0% Vitamin A Palmitate, as [11,500 IU] 56.0% Beta-Carotene)  |,vitamin a
Vitamin C  (Ascorbic Acid)   ,vitamin c
Vitamin D-3   ,vitamin d-3
|Vitamin E   (as d-alpha tocopheryl, with Mixed Tocopherols)  |,vitamin e
Thiamine   (as Thiamine HCl)  ,thiamine
Riboflavin   ,riboflavin
Niacin/Niacinamide   ,niacin/niacinamide
|Vitamin B-6   (as Pyridoxine HCl, Pyridoxal-5-Phosphate Complex)  |,vitamin b-6
Folate  (Metafolin(R))   (as L-methylfolate)  ,folate
Vitamin B-12  (on Ion Exchange Resin)  ,vitamin b-12
Biotin   ,biotin
Pantothenic Acid   (as D-Calcium Pantothenate)  ,pantothenic acid
Inositol   ,inositol
|Vitamin A   (as 44.0% Vitamin A Palmitate, as [11,500 IU] 56.0% Beta-Carotene)  |,vitamin a
Vitamin C  (Ascorbic Acid)   ,vitamin c
Vitamin D-3   ,vitamin d-3
|Vitamin E   (as d-alpha tocopheryl, with Mixed Tocopherols)  |,vitamin e
Thiamine   (as Thiamine HCl)  ,thiamine
Riboflavin   ,riboflavin
Niacin/Niacinamide   ,niacin/niacinamide
Vitamin B-12   (as Cyanocobalamin)  ,vitamin b-12
Biotin   ,biotin
Pantothenic Acid   (as D-Calcium Pantothenate)  ,pantothenic acid
|Choline   (from Choline Citrate, {Choline} Bitartrate)  |,choline
Inositol   ,inositol
|Vitamin A   (as 44.0% Vitamin A Palmitate, as [11,500 IU] 56.0% Beta-Carotene)  |,vitamin a
Vitamin C  (Ascorbic Acid)   ,vitamin c
Vitamin D-3   ,vitamin d-3
Vitamin E   (as d-alpha tocopheryl)  ,vitamin e
Thiamine   (as Thiamine HCl)  ,thiamine
Riboflavin   ,riboflavin
Niacin/Niacinamide   ,niacin/niacinamide
|Vitamin B-6   (as Pyridoxine HCl, Pyridoxal-5-Phosphate Complex)  |,vitamin b-6
Folic Acid   ,folic acid
Vitamin B-12  (on Ion Exchange Resin)  ,vitamin b-12
Biotin   ,biotin
Pantothenic Acid   (as D-Calcium Pantothenate)  ,pantothenic acid
Inositol   ,inositol
|Vitamin A   (as 44.0% Vitamin A Palmitate, as [11,500 IU] 56.0% Beta-Carotene)  |,vitamin a
Vitamin C  (Ascorbic Acid)   ,vitamin c
Vitamin D-3   ,vitamin d-3
|Vitamin E   (as d-alpha tocopheryl, with Mixed Tocopherols)  |,vitamin e
Thiamine   (as Thiamine HCl)  ,thiamine
Riboflavin   ,riboflavin
Niacin/Niacinamide   ,niacin/niacinamide
|Vitamin B-6   (as Pyridoxine HCl, Pyridoxal-5-Phosphate Complex)  |,vitamin b-6
Folic Acid   ,folic acid
Vitamin B-12  (on Ion Exchange Resin)  ,vitamin b-12
Biotin   ,biotin
Pantothenic Acid   (as D-Calcium Pantothenate)  ,pantothenic acid
Inositol   ,inositol
Niacinamide   ,niacinamide
Vitamin B-6   ,vitamin b-6
Vitamin A   (as 100.0% Beta-Carotene)  ,vitamin a
Vitamin E   (as D-Alpha Tocopherol)  ,vitamin e
Vitamin A   (as 100.0% Beta-Carotene)  ,vitamin a
Vitamin E   (as D-Alpha Tocopherol)  ,vitamin e
Vitamin A   (as 100.0% Beta-Carotene)  ,vitamin a
Vitamin E   (as D-Alpha Tocopherol)  ,vitamin e
Vitamin A   (as natural beta-carotene)  ,vitamin a
Vitamin C  (ascorbic acid)   ,vitamin c
Vitamin D-3   (Cholecalciferol)  ,vitamin d-3
Vitamin E   (as D-Alpha Tocopheryl Succinate)  ,vitamin e
Thiamine  (Vitamin B1)   (as Thiamine HCl)  ,thiamine
Riboflavin  (Vitamin B2)   ,riboflavin
Niacinamide  (Vitamin B3)   (Niacinamide)  ,niacinamide
Vitamin B-6   (Pyridoxine Hydrochloride)  ,vitamin b-6
Folic Acid  (Vitamin B9)   (Folate)  ,folic acid
Vitamin B-12   (Cyanocobalamin)  ,vitamin b-12
Pantothenic Acid   (as Calcium Pantothenate)  ,pantothenic acid
Vitamin C  (Ascorbic Acid)   ,vitamin c
Vitamin D-3   ,vitamin d-3
Vitamin E   ,vitamin e
Vitamin C  (Ascorbic Acid)   ,vitamin c
Vitamin D-3   ,vitamin d-3
Vitamin E   ,vitamin e
Vitamin C  (Ascorbic Acid)   ,vitamin c
Vitamin D-3   ,vitamin d-3
Vitamin E   ,vitamin e
Vitamin E   (as D-Alpha Tocopherol)  ,vitamin e
Vitamin E   (as D-Alpha Tocopherol)  ,vitamin e
Vitamin E   (as D-Alpha Tocopheryl Succinate)  ,vitamin e
Thiamine   (Vitamin B-1 as Thiamine Mononitrate)  ,thiamine
Riboflavin  (Vitamin B-2)   ,riboflavin
Niacinamide   ,niacinamide
Vitamin B-6   (as Pyridoxine Hydrochloride)  ,vitamin b-6
Pantothenic Acid   (as Calcium Pantothenate)  ,pantothenic acid
Vitamin E   (as D-Alpha Tocopheryl Acetate)  ,vitamin e
Vitamin E   (as D-Alpha Tocopheryl Acetate)  ,vitamin e
|Vitamin E   (as Vitamin E Covitol (natural), D-Alpha Tocopheryl Succinate)  |,vitamin e
|Vitamin E   (as Vitamin E Covitol (natural), D-Alpha Tocopheryl Succinate)  |,vitamin e
Vitamin E   (as D-Alpha Tocopheryl Acetate)  ,vitamin e
Vitamin E   (as D-Alpha Tocopheryl Acetate)  ,vitamin e
|Vitamin A   (as natural beta carotene, with mixed carotenoids)  |,vitamin a
Vitamin C   (Ascorbic Acid)  ,vitamin c
Vitamin D-3   (Cholecalciferol)  ,vitamin d-3
Vitamin E   (as D-Alpha Tocopheryl Succinate)  ,vitamin e
Vitamin K   ,vitamin k
Thiamine  (Vitamin B1)   (as Thiamine HCl)  ,thiamine
Riboflavin  (Vitamin B2)   ,riboflavin
Niacinamide  (Vitamin B3)   (Niacinamide)  ,niacinamide
Vitamin B-6   (Pyridoxine Hydrochloride)  ,vitamin b-6
|Folic Acid  (Folate, Vitamin B9)   |,folic acid
Vitamin B-12   (Cobalamin)  ,vitamin b-12
Biotin   ,biotin
Pantothenic Acid   (as Calcium Pantothenate)  ,pantothenic acid
|Vitamin A   (as natural beta carotene, with mixed carotenoids)  |,vitamin a
Vitamin C   (Ascorbic Acid)  ,vitamin c
Vitamin D-3   (Cholecalciferol)  ,vitamin d-3
Vitamin E   (as D-Alpha Tocopheryl Succinate)  ,vitamin e
Vitamin K   ,vitamin k
Thiamine  (Vitamin B1)   (as {Thiamine} HCl)  ,thiamine
Riboflavin  (Vitamin B2)   ,riboflavin
Niacinamide  (Vitamin B3)   (Niacinamide)  ,niacinamide
Vitamin B-6   (Pyridoxine Hydrochloride)  ,vitamin b-6
|Folic Acid  (Folate, Vitamin B9)   |,folic acid
Vitamin B-12   (Cobalamin)  ,vitamin b-12
Biotin   ,biotin
Pantothenic Acid   (as Calcium Pantothenate)  ,pantothenic acid
|Vitamin A   (as 25.0% Vitamin A Palmitate, [15,000 IU] as 75.0% Beta-Carotene)  |,vitamin a
Vitamin C  (Ascorbic Acid)   ,vitamin c
Vitamin D-3   ,vitamin d-3
Vitamin E   (as  Vitamin E Succinate)  ,vitamin e
Thiamine   (as Thiamine HCl)  ,thiamine
Riboflavin   ,riboflavin
Niacin/Niacinamide   ,niacin/niacinamide
Vitamin B-6   (as Pyridoxine HCl/Pyridoxal-5-Phosphate Complex)  ,vitamin b-6
Folic Acid   ,folic acid
Vitamin B-12  (on Ion Exchange Resin)  ,vitamin b-12
Biotin   ,biotin
Pantothenic Acid   (as  D-Calcium Pantothenate)  ,pantothenic acid
Inositol   ,inositol
|Vitamin A   (as 25.0% Vitamin A Palmitate, 15,000 IU as 75.0% Beta-Carotene)  |,vitamin a
Vitamin C  (Ascorbic Acid)   ,vitamin c
Vitamin D-3   ,vitamin d-3
Vitamin E   (as Vitamin E Succinate)  ,vitamin e
Thiamine   (as Thiamine HCl)  ,thiamine
Riboflavin   ,riboflavin
Niacin/Niacinamide   ,niacin/niacinamide
Vitamin B-6   (as Pyridoxine HCl/Pyridoxal-5-Phosphate Complex)  ,vitamin b-6
Folic Acid   ,folic acid
Biotin   ,biotin
Pantothenic Acid   (as D-Calcium Pantothenate)  ,pantothenic acid
Inositol   ,inositol
|Vitamin A   (as 25.0% Vitamin A Palmitate, [15,000 IU] as 75.0% Beta-Carotene)  |,vitamin a
Vitamin C  (Ascorbic Acid)   ,vitamin c
Vitamin D-3   ,vitamin d-3
Vitamin E   (as D-Alpha Tocopheryl Acetate)  ,vitamin e
Thiamine   (as Thiamine HCl)  ,thiamine
Riboflavin   ,riboflavin
Niacin/Niacinamide   ,niacin/niacinamide
Vitamin B-6   (as Pyridoxine HCl/Pyridoxal-5-Phosphate Complex)  ,vitamin b-6
Folic Acid   ,folic acid
Vitamin B-12   ,vitamin b-12
Biotin   ,biotin
Pantothenic Acid   (as  D-Calcium Pantothenate)  ,pantothenic acid
|Choline   (from Choline Citrate, {Choline} Bitartrate)  |,choline
Inositol   ,inositol
|Vitamin A   (as 25.0% Vitamin A Palmitate, as [7,500 IU] 75.0% Beta-Carotene)  |,vitamin a
Vitamin C  (Ascorbic Acid)   ,vitamin c
Vitamin D-3   ,vitamin d-3
Vitamin E   (as Vitamin E Succinate)  ,vitamin e
Thiamine   (as Thiamine HCl)  ,thiamine
Riboflavin   ,riboflavin
Niacin/Niacinamide   ,niacin/niacinamide
|Vitamin B-6   (as Pyridoxine HCl, Pyridoxal-5-Phosphate Complex)  |,vitamin b-6
Folic Acid   ,folic acid
Vitamin B-12  (on Ion Exchange Resin)  ,vitamin b-12
Biotin   ,biotin
Pantothenic Acid   (as D-Calcium Pantothenate)  ,pantothenic acid
Inositol   ,inositol
Niacin   ,niacin
Phosphatidylethanolamine   ,phosphatidylethanolamine
Choline   ,choline
Vitamin E   ,vitamin e
Vitamin E   ,vitamin e
Vitamin E   ,vitamin e
Vitamin E   ,vitamin e
Vitamin E   ,vitamin e
|Vitamin A   (as 40.0% Vitamin A Palmitate, as [15,000 IU] 60.0% Beta-Carotene)  |,vitamin a
Vitamin C  (Ascorbic Acid)   ,vitamin c
Vitamin D-3   ,vitamin d-3
Vitamin E   (as Vitamin E Succinate)  ,vitamin e
Thiamine   (as Thiamine HCl)  ,thiamine
Riboflavin   ,riboflavin
Niacin/Niacinamide   ,niacin/niacinamide
|Vitamin B-6   (as Pyridoxine HCl, Pyridoxal-5-Phosphate Complex)  |,vitamin b-6
Folic Acid   ,folic acid
Vitamin B-12  (on Ion Exchange Resin)  ,vitamin b-12
Biotin   ,biotin
Pantothenic Acid   (as D-Calcium Pantothenate)  ,pantothenic acid
Inositol   ,inositol
|Vitamin A   (as 40.0% Vitamin A Palmitate, [15,000 IU] as 60.0% Beta-Carotene)  |,vitamin a
Vitamin C  (Ascorbic Acid)   ,vitamin c
Vitamin D-3   ,vitamin d-3
Thiamine   (as Thiamine HCl)  ,thiamine
Riboflavin   ,riboflavin
Niacin/Niacinamide   ,niacin/niacinamide
|Vitamin B-6   (as Pyridoxine HCl, Pyridoxal-5-Phosphate Complex)  |,vitamin b-6
Folic Acid   ,folic acid
Vitamin B-12  (on Ion Exchange Resin)  ,vitamin b-12
Biotin   ,biotin
Pantothenic Acid   (as D-Calcium Pantothenate)  ,pantothenic acid
Inositol   ,inositol
|Vitamin A  (from fish liver oil and 50% [5,000 IU] as natural beta-carotene from D. salina)  |,vitamin a
Vitamin C   (as Calcium Ascorbate)  ,vitamin c
Vitamin D3   (from fish liver oil)  ,vitamin d3
Vitamin E   (as D-Alpha Tocopheryl Succinate)  ,vitamin e
Thiamine   (as Thiamine Mononitrate)  ,thiamine
Riboflavin   ,riboflavin
|Niacin   (as Niacinamide, and Niacin)  |,niacin
Vitamin B6   (as Pyridoxine Hydrochloride)  ,vitamin b6
Folic Acid   ,folic acid
Biotin   ,biotin
Pantothenic Acid   (as D-Calcium Pantothenate)  ,pantothenic acid
Choline   (as Choline Bitartrate)  ,choline
Inositol   ,inositol
|Vitamin A   (from fish liver oil, and [5,000 IU] as 50.0% natural beta-carotene)  |,vitamin a
Vitamin C   (as Calcium Ascorbate)  ,vitamin c
Vitamin D3   (from fish liver oil)  ,vitamin d3
Vitamin E   (as D-Alpha Tocopheryl Succinate)  ,vitamin e
Thiamine   (as Thiamine Mononitrate)  ,thiamine
Riboflavin   ,riboflavin
|Niacin   (as Niacinamide, and Niacin)  |,niacin
Vitamin B6   (as Pyridoxine Hydrochloride)  ,vitamin b6
Folic Acid   ,folic acid
Biotin   ,biotin
Pantothenic acid   (as D-Calcium Pantothenate)  ,pantothenic acid
Choline   (as Choline Bitartrate)  ,choline
Inositol   ,inositol
Vitamin A   (as natural beta-carotene)  ,vitamin a
Vitamin C  (Ascorbic Acid)   ,vitamin c
Vitamin D-3   ,vitamin d-3
Vitamin E   (as D-Alpha Tocopheryl Succinate)  ,vitamin e
Thiamine   (as Thiamine HCl)  ,thiamine
Riboflavin   (as Riboflavin-5-phosphate)  ,riboflavin
Niacin/Niacinamide   ,niacin/niacinamide
Folate   (as L-methylfolate (Metafolin(R)) )  ,folate
Vitamin B-12   (as Methylcobalamin)  ,vitamin b-12
Biotin   ,biotin
Pantothenic Acid   (D-Calcium Pantothenate)  ,pantothenic acid
Choline   (as Choline Bitartrate)  ,choline
Inositol   ,inositol
Zeaxanthin   ,zeaxanthin
|Vitamin A   (as natural beta-carotene, and vitamin A acetate)  |,vitamin a
Vitamin C  (Ascorbic Acid)   ,vitamin c
Vitamin D-3   ,vitamin d-3
Vitamin E   (as D-Alpha Tocopheryl Succinate)  ,vitamin e
Thiamine   (as Thiamine HCl)  ,thiamine
Riboflavin   (as Riboflavin-5-phosphate)  ,riboflavin
Niacin/Niacinamide   ,niacin/niacinamide
Folate   (as L-methylfolate (Metafolin(R)) )  ,folate
Vitamin B-12   (as Methylcobalamin)  ,vitamin b-12
Biotin   ,biotin
Pantothenic Acid   (as  D-Calcium Pantothenate)  ,pantothenic acid
Choline   (as Choline Bitartrate)  ,choline
inositol   ,inositol
Zeaxanthin   ,zeaxanthin
|Vitamin A  ((33% [2,500 IU] as Vitamin A Palmitate/ 67% [5,000 IU] as Natural Beta-Carotene) from D. Salina with full spectrum carotenoids (Including Beta-Carotene, Alpha-Carotene, Zeaxanthin, Cryptoxanthin, and additional Lutein and Lycopene))  |,vitamin a
|Vitamin C   (as Ascorbic Acid, Ascorbyl Palmitate, Calcium, and Magnesium Ascorbate complex)  |,vitamin c
Vitamin D-3   ,vitamin d-3
|Vitamin E  (natural)  (as d-alpha tocopheryl, d-alpha tocopherols, and Mixed Tocopherols)  |,vitamin e
Thiamine   ,thiamine
Riboflavin   ,riboflavin
Niacin/Niacinamide   ,niacin/niacinamide
Vitamin B-6   (as Pyridoxine HCl/Pyridoxal-5-Phosphate Complex)  ,vitamin b-6
Folate  (Metafolin(R))   (as L-methylfolate)  ,folate
Vitamin B-12   (as cyanocobalamin / methylcobalamin complex)  ,vitamin b-12
Biotin   ,biotin
Pantothenic Acid   (as D-Calcium Pantothenate)  ,pantothenic acid
Natural Coenzyme Q10   ,natural coenzyme q10
Inositol   ,inositol
Choline   (from 75 mg Choline Citrate/Bitartrate)  ,choline
Lutein  (natural)  ,lutein
Zeaxanthin   ,zeaxanthin
|Vitamin A   (as [2,475 IU] 33.0% Vitamin A Palmitate, as [5,025 IU] 67.0% Natural Beta-Carotene)  |,vitamin a
Vitamin D-3   ,vitamin d-3
|Vitamin E  (natural)  (as D-Alpha Tocopheryl, plus Mixed Tocopherols)  |,vitamin e
Thiamine   ,thiamine
Riboflavin   ,riboflavin
Niacin/Niacinamide   ,niacin/niacinamide
|Vitamin B-6   (as Pyridoxine HCl, Pyridoxal-5-Phosphate Complex)  |,vitamin b-6
Folic Acid   ,folic acid
Biotin   ,biotin
Pantothenic Acid   (as D-Calcium Pantothenate)  ,pantothenic acid
Natural Coenzyme Q10   ,natural coenzyme q10
Inositol   ,inositol
Choline   (from 75 mg Choline Citrate/Bitartrate)  ,choline
Lutein  (natural)  ,lutein
Zeaxanthin   ,zeaxanthin
|Vitamin A   (as [2,475 IU] 33.0% Vitamin A Palmitate, as [5,025 IU] 67.0% Natural Beta-Carotene)  |,vitamin a
Vitamin D-3   ,vitamin d-3
|Vitamin E  (natural)  (as D-Alpha Tocopheryl, plus Mixed Tocopherols)  |,vitamin e
Thiamine   ,thiamine
Riboflavin   ,riboflavin
Niacin/Niacinamide   ,niacin/niacinamide
|Vitamin B-6   (as Pyridoxine HCl, Pyridoxal-5-Phosphate Complex)  |,vitamin b-6
Folic Acid   ,folic acid
Vitamin B-12   (as cyanocobalamin / methylcobalamin complex)  ,vitamin b-12
Biotin   ,biotin
Pantothenic Acid   (as D-Calcium Pantothenate)  ,pantothenic acid
Natural Coenzyme Q10   ,natural coenzyme q10
Inositol   ,inositol
Choline   (from 75 mg Choline Citrate/Bitartrate)  ,choline
Lutein  (natural)  ,lutein
Zeaxanthin   ,zeaxanthin
|Vitamin A   (as [2,500 IU] 33.0% Vitamin A Palmitate, as [5,000 IU] 67.0% Natural Beta-Carotene)  |,vitamin a
Vitamin D-3   ,vitamin d-3
|Vitamin E  (natural)  (as d-alpha tocopheryl, and Mixed Tocopherols)  |,vitamin e
Thiamine   ,thiamine
Riboflavin   ,riboflavin
Niacin/Niacinamide   ,niacin/niacinamide
Vitamin B-12   (as Methylcobalamin)  ,vitamin b-12
Biotin   ,biotin
Pantothenic Acid   (as D-Calcium Pantothenate)  ,pantothenic acid
Natural Coenzyme Q10   ,natural coenzyme q10
Inositol   ,inositol
Lutein  (natural)  ,lutein
Zeaxanthin   ,zeaxanthin
|Vitamin A   (as [2,500 IU] 33.0% Vitamin A Palmitate, as [5,000] 67.0% Natural Beta-Carotene, from D. Salina (D. Salina))  |,vitamin a
Vitamin D-3   ,vitamin d-3
|Vitamin E  (natural)  (as D-Alpha Tocopheryl, plus Mixed Tocopherols)  |,vitamin e
Thiamine   ,thiamine
Riboflavin   ,riboflavin
Niacin/Niacinamide   ,niacin/niacinamide
Biotin   ,biotin
Pantothenic Acid   (as D-Calcium Pantothenate)  ,pantothenic acid
Natural Coenzyme Q10   ,natural coenzyme q10
Lutein  (natural)  ,lutein
Zeaxanthin   ,zeaxanthin
Inositol   ,inositol
Choline   ,choline
Vitamin C  (Calcium Ascorbate)   (from 675 mg Ester-C(R))  ,vitamin c
Vitamin C   (as Ester-C(R) calcium ascorbate)  ,vitamin c
Vitamin C   (as Ester-C(R) calcium ascorbate)  ,vitamin c
Vitamin C   (as Ester-C(R) calcium ascorbate)  ,vitamin c
|Vitamin A   (as 25.0% Vitamin A Palmitate, 15,000 IU as 75.0% Beta-Carotene)  |,vitamin a
Vitamin D-3   ,vitamin d-3
Vitamin E   (as Vitamin E Succinate)  ,vitamin e
Thiamine   (as Thiamine HCl)  ,thiamine
Riboflavin   ,riboflavin
Niacin/Niacinamide   ,niacin/niacinamide
|Vitamin B-6   (as Pyridoxine HCl, Pyridoxal-5-Phosphate Complex)  |,vitamin b-6
Folic Acid   ,folic acid
Biotin   ,biotin
Pantothenic Acid   (as D-Calcium Pantothenate)  ,pantothenic acid
Inositol   ,inositol
|Vitamin A   (25.0% as Vitamin A Acetate, 75.0% [15,000 IU] as Beta-Carotene)  |,vitamin a
Vitamin D-3   ,vitamin d-3
|Vitamin E   (as Vitamin E Acetate, {Vitamin E} Succinate)  |,vitamin e
Thiamine   (as Thiamine Mononitrate)  ,thiamine
Riboflavin   ,riboflavin
Niacin/Niacinamide   ,niacin/niacinamide
Vitamin B-6   (as Pyridoxine HCl/Pyridoxal-5-Phosphate Complex)  ,vitamin b-6
Folic Acid   ,folic acid
Vitamin B-12  (on Ion Exchange Resin)  ,vitamin b-12
Biotin   ,biotin
Pantothenic Acid   (as D-Calcium Pantothenate)  ,pantothenic acid
Inositol   ,inositol
|Choline   (from Choline Citrate, {Choline} Bitartrate)  |,choline
Vitamin A   (as 100.0% Beta-Carotene)  ,vitamin a
Vitamin C  (Ascorbic Acid)   ,vitamin c
Vitamin E   (as Vitamin E Succinate)  ,vitamin e
Riboflavin   (as Riboflavin-5-Phosphate Complex)  ,riboflavin
Niacin   ,niacin
Pantothenic Acid   (as Calcium Pantothenate)  ,pantothenic acid
Vitamin A   ,vitamin a
Vitamin C  (Ascorbic Acid)   ,vitamin c
Vitamin D-3   ,vitamin d-3
Vitamin E   (as d-alpha Tocopherol and dl-alpha Tocopheryl acetate complex)  ,vitamin e
Thiamine   ,thiamine
Riboflavin   ,riboflavin
Niacin/Niacinamide   ,niacin/niacinamide
Vitamin B-6   (as Pyridoxine HCl)  ,vitamin b-6
Folic Acid   ,folic acid
Vitamin B-12   ,vitamin b-12
Biotin   ,biotin
Pantothenic Acid   (as Calcium Pantothenate)  ,pantothenic acid
Inositol   ,inositol
Vitamin B-6   ,vitamin b-6
Folic Acid   ,folic acid
Vitamin B-12   ,vitamin b-12
Vitamin E   (as d-alpha Tocopherol Acetate distilled from vegetable oils)  ,vitamin e
Thiamine   ,thiamine
Riboflavin   ,riboflavin
Niacinamide   (from Niacinamide Ascorbate)  ,niacinamide
Vitamin B-6   (as Pyridoxine HCl)  ,vitamin b-6
Folate   ,folate
Folate   ,folate
Vitamin B-12   ,vitamin b-12
Pantothenic Acid   (as D-Calcium Pantothenate)  ,pantothenic acid
Choline   (from 25 mg Choline Bitartrate)  ,choline
Vitamin E   (as d-alpha Tocopheryl Acetate)  ,vitamin e
Thiamine   ,thiamine
Riboflavin   ,riboflavin
Niacinamide   (from Niacinamide Ascorbate)  ,niacinamide
Vitamin B-6   (as Pyridoxine HCl)  ,vitamin b-6
Folate   ,folate
Vitamin B-12   ,vitamin b-12
Pantothenic Acid   (as D-Calcium Pantothenate)  ,pantothenic acid
Vitamin E   (as d-alpha Tocopheryl Acetate)  ,vitamin e
Thiamine   ,thiamine
Riboflavin   ,riboflavin
Niacinamide   (from Niacinamide Ascorbate)  ,niacinamide
Vitamin B-6   (as Pyridoxine HCl)  ,vitamin b-6
Folate   ,folate
Vitamin B-12   ,vitamin b-12
Pantothenic Acid   (as D-Calcium Pantothenate)  ,pantothenic acid
Vitamin A   (as 100.0% Beta-Carotene)  ,vitamin a
Vitamin A   (as 100.0% Beta-Carotene)  ,vitamin a
Vitamin E   (as D-Alpha Tocopherol)  ,vitamin e
|Vitamin A   (as fish liver oil, and [7,500 IU] as 60.0% natural Beta-Carotene, from D. salina)  |,vitamin a
|Vitamin C   (as Calcium Ascorbate, and magnesium/potassium aspartate-ascorbate complex)  |,vitamin c
Vitamin D3   (from fish liver oil)  ,vitamin d3
|Vitamin E   (as D-Alpha Tocopheryl Succinate, D-Alpha Tocopherol)  |,vitamin e
Vitamin K1   (as Phytonadione)  ,vitamin k1
Thiamine   (as Thiamine Mononitrate)  ,thiamine
Riboflavin   ,riboflavin
|Niacin   (as Niacinamide, and Niacin)  |,niacin
|Vitamin B6   (as Pyridoxine Hydrochloride, and Pyridoxal-5-Phosphate)  |,vitamin b6
Folic Acid   ,folic acid
Vitamin B12  (as cyanocobalamin on ion exchange resin)  ,vitamin b12
Biotin   ,biotin
Pantothenic Acid   (as D-Calcium Pantothenate)  ,pantothenic acid
Choline   (as Choline Bitartrate)  ,choline
Inositol   ,inositol
|Vitamin A   (as fish liver oil, and [7,500 IU] as 60.0% natural beta-carotene)  |,vitamin a
|Vitamin C   (as Calcium Ascorbate, and magnesium/potassium aspartate-ascorbate complex)  |,vitamin c
Vitamin D3   (from fish liver oil)  ,vitamin d3
|Vitamin E   (as D-Alpha Tocopheryl Succinate, D-Alpha Tocopherol)  |,vitamin e
Vitamin K1   (as Phytonadione)  ,vitamin k1
Thiamine   (as Thiamine Mononitrate)  ,thiamine
Riboflavin   ,riboflavin
|Niacin   (as Niacinamide, and Niacin)  |,niacin
Folic Acid   ,folic acid
Biotin   ,biotin
Pantothenic acid   (as D-Calcium Pantothenate)  ,pantothenic acid
Choline   (as Choline Bitartrate)  ,choline
Inositol   ,inositol
Folic Acid   ,folic acid
Folic Acid   ,folic acid
Vitamin A   ,vitamin a
Vitamin D   ,vitamin d
Vitamin E   ,vitamin e
Thiamine   (as Thiamine HCl)  ,thiamine
Riboflavin   ,riboflavin
Niacinamide   ,niacinamide
Vitamin B-6   (as Pyridoxine HCl)  ,vitamin b-6
Folic Acid   ,folic acid
Vitamin B-12  (Cobalamin)   ,vitamin b-12
Pantothenic Acid   ,pantothenic acid
Vitamin C   (as L-Ascorbic Acid)  ,vitamin c
Vitamin C   (as L-Ascorbic Acid)  ,vitamin c
Vitamin A   (100.0% as natural Beta-Carotene)  ,vitamin a
Vitamin A   (100.0% as natural Beta-Carotene)  ,vitamin a
Vitamin A   ,vitamin a
Vitamin D   ,vitamin d
Vitamin E   (as dl-alpha tocopheryl)  ,vitamin e
Thiamine   (Vitamin B-1)  ,thiamine
Riboflavin  (Vitamin B-2)   ,riboflavin
Niacinamide   ,niacinamide
Vitamin B-6   (as Pyridoxine)  ,vitamin b-6
Folic Acid   ,folic acid
Biotin   ,biotin
Pantothenic Acid   ,pantothenic acid
Inositol   ,inositol
|Vitamin A   (as 25.0% Vitamin A Palmitate, as [15,000 IU] 75.0% Beta-Carotene)  |,vitamin a
Vitamin C  (Ascorbic Acid)   ,vitamin c
Vitamin D-3   ,vitamin d-3
Vitamin E   (as Vitamin E Succinate)  ,vitamin e
Thiamine   (as Thiamine HCl)  ,thiamine
Riboflavin   ,riboflavin
Niacin/Niacinamide   ,niacin/niacinamide
|Vitamin B-6   (as Pyridoxine HCl, Pyridoxal-5-Phosphate Complex)  |,vitamin b-6
Folic Acid   ,folic acid
Vitamin B-12  (on Ion Exchange Resin)  ,vitamin b-12
Biotin   ,biotin
Pantothenic Acid   (as D-Calcium Pantothenate)  ,pantothenic acid
Inositol   ,inositol
|Vitamin A   (as 25.0% Vitamin A Palmitate, [15,000 IU] as 75.0% Beta-Carotene)  |,vitamin a
Vitamin C  (Ascorbic Acid)   ,vitamin c
Vitamin D-3   ,vitamin d-3
Vitamin E   (as Vitamin E Succinate)  ,vitamin e
Thiamine   (as Thiamine HCl)  ,thiamine
Riboflavin   ,riboflavin
Niacin/Niacinamide   ,niacin/niacinamide
Vitamin B-6   (as Pyridoxine HCl/Pyridoxal-5-Phosphate Complex)  ,vitamin b-6
Folic Acid   ,folic acid
Vitamin B-12  (on Ion Exchange Resin)  ,vitamin b-12
Biotin   ,biotin
Pantothenic Acid   (as  D-Calcium Pantothenate)  ,pantothenic acid
|Choline   (from Choline Citrate, {Choline} Bitartrate)  |,choline
Inositol   ,inositol
|Vitamin A   (from fish liver oil, and [7,500 IU] as 60.0% natural beta-carotene)  |,vitamin a
|Vitamin C   (as Calcium Ascorbate, and magnesium/potassium aspartate-ascorbate complex)  |,vitamin c
Vitamin D3   (from fish liver oil)  ,vitamin d3
|Vitamin E   (as D-Alpha Tocopheryl Succinate, and and D-Alpha Tocopherol)  |,vitamin e
Vitamin K1   (as Phytonadione)  ,vitamin k1
|Thiamine   (as Thiamine Mononitrate, and thiamine pyrophosphate)  |,thiamine
Riboflavin   ,riboflavin
